場所名稱,場所地址,區域代碼,緯度,經度,場所分類,場所類型,AED放置地點
臺灣臺北地方法院,博愛路131號,63000050,25.036728,121.511059,學校、大型集會場所,法院,地下一樓
臺北市立士林國民中學,中正路345號,63000110,25.094366,121.52257,學校、大型集會場所,國中,騰雲館
臺北市立景興國民中學,景興路46巷2號,63000080,24.996187,121.544225,學校、大型集會場所,國中,警衛室
臺北市萬華區東園國民小學,東園街195號,63000070,25.022987,121.497953,其他,其他場所,總務處外走廊
1010湘(復北店),復興北路301號,63000010,25.05817995,121.5444084,其他,其他場所,餐廳內
瓦城泰國料理 天母店,天母西路111號,63000120,25.11889814,121.5234467,其他,其他場所,天母西路111號
瓦城泰國料理 - 西湖店,內湖路一段246-1號,63000100,25.08201156,121.5663634,其他,其他場所,餐廳內
臺北市立士林國民中學,中正路345號,63000110,25.094366,121.52257,學校、大型集會場所,國中,繁星樓地下室1樓
臺北市立士林國民中學,中正路345號,63000110,25.094366,121.52257,學校、大型集會場所,國中,士林國中中正樓
BeeFit蜂運動寧波教室,寧波西街79號,63000050,25.03035872,121.516797,學校、大型集會場所,健身房,櫃台後方
臺北市萬華區華江國民小學,環河南路2段250巷42弄2號,63000070,25.0340872,121.4912696,學校、大型集會場所,國小,穿堂
More Fit 市府店,基隆路一段139號B1,63000020,25.04305517,121.565885,學校、大型集會場所,健身房,櫃檯前
國家表演藝術中心國家兩廳院(國家戲劇院),中山南路21-1號,63000050,25.037355,121.519244,大型休閒場所,電影片映演場所(戲院、電影院),戲劇院一號門售票口
觀音佛祖慈聖宮,內湖路三段256巷16號,63000100,25.0940759,121.5847057,其他,其他場所,主殿2樓
碧山露營場,碧山路26之7號,63000100,25.10417567,121.5811509,其他,其他場所,服務中心(管理室)
金面山步道竹月寺,環山路二段50巷14弄14號之7號,63000100,25.0897944,121.5716043,其他,其他場所,正殿
南港茶葉製造示範場,舊莊街二段336號,63000090,25.02742432,121.6640314,其他,其他場所,大廳
圓覺寺,碧山路39號,63000100,25.09765387,121.5907961,其他,其他場所,寺廟後方涼亭
靜修宮,劍南路336巷6號,63000040,25.08888454,121.551394,其他,其他場所,左廂房
友訊科技股份有限公司,新湖三路289號1樓,63000100,25.065901,121.582898,其他,其他場所,1樓服務台旁
友訊科技股份有限公司,新湖三路289號1樓,63000100,25.065901,121.582898,其他,其他場所,4樓醫務室前
臺北市立士林高級商業職業學校,士商路150號,63000110,25.095825,121.515731,學校、大型集會場所,高中職,行政大樓1樓廣場
陽明山大屯山面天山觀景平台(亞洲形上觀音山揹水隊捐贈),竹子湖路1-20號,63000110,25.1836815,121.5712272,其他,其他場所,陽明山大屯山面天山觀景平台(亞洲形上觀音山揹水隊捐贈)
臺北市數位實驗高級中等學校,吉林路110號5樓,63000040,25.0536299,121.5298914,學校、大型集會場所,高中職,電梯出入口處
Anytime Fitness 信義安和店,信義路四段279號B1-1,63000030,25.033374,121.554724,學校、大型集會場所,健身房,Anytime Fitness信義安和店
臺市立華江高級中學運動中心(舞動陽光有限公司),西藏路213號,63000070,25.028594,121.496058,學校、大型集會場所,高中職,華江高中運動中心
臺北市立圖書館大直分館,大直街25號3-5樓,63000040,25.0819332,121.5467679,大型休閒場所,圖書館,本館3樓
保證責任臺北市台北地下街場地利用合作社,市民大道1段100號B1,63000050,25.04844486,121.5174799,大型購物場所,地下街,Y28出口
保證責任臺北市台北地下街場地利用合作社,市民大道1段100號B1,63000050,25.04844486,121.5174799,大型購物場所,地下街,Y2出口
保證責任臺北市台北地下街場地利用合作社,市民大道1段100號B1,63000050,25.04844486,121.5174799,大型購物場所,地下街,Y8出口
保證責任臺北市台北地下街場地利用合作社,市民大道1段100號B1,63000050,25.04844486,121.5174799,大型購物場所,地下街,Y21廁所
保證責任臺北市台北地下街場地利用合作社,市民大道1段100號B1,63000050,25.04844486,121.5174799,大型購物場所,地下街,Y22出口
保證責任臺北市台北地下街場地利用合作社,市民大道1段100號B1,63000050,25.04844486,121.5174799,大型購物場所,地下街,Y13廁所
保證責任臺北市台北地下街場地利用合作社,市民大道1段100號B1,63000050,25.04844486,121.5174799,大型購物場所,地下街,Y17廁所
保證責任臺北市台北地下街場地利用合作社,市民大道1段100號B1,63000050,25.04844486,121.5174799,大型購物場所,地下街,Y5廁所
川復有限公司,金山南路二段222號B1,63000030,25.0275294,121.5258961,其他,其他場所,本場館多功能訓練區
407肌力訓練,中正路407號1樓,63000110,25.0937342,121.5210223,學校、大型集會場所,健身房,場所門口
臺北市信義區信義國民小學,松勤街60號,63000020,25.03186,121.563206,其他,其他場所,活動中心一樓
臺灣臺北地方法院,博愛路131號,63000050,25.036728,121.511059,學校、大型集會場所,法院,四樓開庭等候區
臺灣臺北地方法院,博愛路131號,63000050,25.036728,121.511059,學校、大型集會場所,法院,一樓大廳
K·Ｄ+ Fitness,南京東路四段51號2樓之1,63000010,25.052025,121.551041,其他,其他場所,休息區
BeeFit蜂運動古亭教室,羅斯福路二段35巷13號,63000030,25.02797065,121.522776,學校、大型集會場所,健身房,教室落地玻璃旁
臺北市內湖國中,台北市內湖區陽光街1號,63000100,25.077035,121.58869,學校、大型集會場所,國中,游泳池旁
臺北市立北投國民中學,溫泉路62號,63000120,25.134939,121.50461,其他,其他場所,活動中心一樓
台達電子工業股份有限公司,瑞光路186號,63000100,25.074192,121.577812,其他,其他場所,1F大廳
中華學校財團法人中華科技大學,研究院路3段245號,63000090,25.033596,121.609889,學校、大型集會場所,大專院校,日新樓一樓
臺北市玉成國小,臺北市南港區向陽路31號,63000090,25.0537916,121.5935424,學校、大型集會場所,大專院校,四維樓一樓
臺北市文山區景興國民小學,景華街150巷21號,63000080,24.996434,121.548293,學校、大型集會場所,國小,警衛室外
北投溫泉博物館,中山路2號,63000120,25.136692,121.507149,大型休閒場所,博物館,哺集乳室門口
南湖國小運動中心,康寧路三段200號運動中心2F,63000100,25.0679496,121.6106211,學校、大型集會場所,健身中心,臺北市內湖區康寧路三段200號運動中心2F
中華郵政股份有限公司愛國大樓,愛國東路216號,63000030,25.031288,121.5243144,其他,其他場所,本公司1樓大廳
Marriott Taipei 台北萬豪酒店,樂群二路199號,63000040,25.08048916,121.5589431,旅宿場所,飯店,中城廣場
臺北市大同區大龍國民小學,哈密街47號,63000060,25.073409,121.516692,其他,其他場所,"臺北市大同區大龍國民小學	北側警衛室外"
誠品股份有限公司196號辦公室,松德路196號B1F,63000020,25.034946,121.574281,其他,其他場所,松德辦公室門口
Jexer Fitness & Spa 南京復興,南京東路三段133號B2,63000040,25.0521556,121.5411467,學校、大型集會場所,健身房,出館手扶提附近
健身工廠-中山北廠,中山北路二段59巷45號B1F-B2F,63000040,25.0560956,121.5245047,學校、大型集會場所,健身房,B2F出入口
上海商業儲蓄銀行股份有限公司(總行大樓),民權東路一段2號,63000040,25.06256997,121.5230853,其他,其他場所,上海商業儲蓄銀行 總行大樓
台北市立圖書館廣慈分館,福德街86號3-4樓,63000020,25.0377261,121.5819728,大型休閒場所,圖書館,4樓櫃檯旁
Transcend勸世健身,撫順街31號1樓,63000040,25.0636004,121.5199973,學校、大型集會場所,健身中心,健身房內休息區角落
財團法人陽光社會福利基金會陽光活力中心,松江路122號B1,63000040,25.0524582,121.5328065,學校、大型集會場所,健身中心,台北市中山區松江路122號
低氧喜客,仁愛路四段411號B1,63000030,25.0380945,121.5559627,大型休閒場所,運動場館(如小巨蛋),本場所後方
臺北市大安區建安國民小學,大安路二段99號,63000030,25.029397,121.54617,其他,其他場所,藝術教學大樓B1游泳池
大地國際酒店股份有限公司,奇岩路1號,63000120,25.134518,121.50748,大型公眾浴場或溫泉區,溫泉區,本飯店獨立湯屋
大地國際酒店股份有限公司,奇岩路1號,63000120,25.134518,121.50748,大型公眾浴場或溫泉區,溫泉區,三樓游泳池區
欣欣秀泰影城,林森北路247號3~5樓,63000040,25.05421,121.525601,大型休閒場所,電影片映演場所(戲院、電影院),5樓客梯左側
構韋有限公司,光復南路578號2樓,63000030,25.033661,121.5572279,其他,其他場所,卡蒂雅大廈２樓
臺北市大安運動中心,辛亥路3段55號,63000030,25.020777,121.545636,學校、大型集會場所,健身中心,一樓大廳
臺北市大安運動中心,辛亥路3段55號,63000030,25.020777,121.545636,學校、大型集會場所,健身中心,中心三樓
台北漢來大飯店GRAND HILAI TAIPEI,經貿一路168號,63000090,25.0584249,121.6193534,旅宿場所,飯店,五樓俱樂部
台北漢來大飯店GRAND HILAI TAIPEI,經貿一路168號,63000090,25.0584249,121.6193534,旅宿場所,飯店,一樓大廳櫃台
臺北市立關渡國民中學,知行路212號,63000120,25.119885,121.467145,其他,其他場所,學務處走廊
臺北市立古亭國民中學,中華路二段465號,63000050,25.024756,121.509983,學校、大型集會場所,國中,綜合大樓一樓
臺北市立東湖國民中學,康樂街131號,63000100,25.072199,121.619458,其他,其他場所,穿堂電梯旁
臺北市內湖區大湖國民小學,大湖山莊街170號,63000100,25.088121,121.60048,其他,其他場所,台北市內湖區大湖山莊街170號
臺北市大同區日新國民小學,太原路151號,63000060,25.054389,121.516476,其他,其他場所,日新國小紅樓外走廊(鄰近太原路門口)
梅庭,中山路6號,63000120,25.136932,121.508762,其他,其他場所,北投梅庭
臺北市立東湖國民中學,康樂街131號,63000100,25.072199,121.619458,其他,其他場所,東湖國中活動中心1樓(大樓內)
齊天健身,明水路567號一樓,63000040,25.0794661,121.55143,其他,其他場所,館內大廳
德立莊酒店,秀山街4號,63000050,25.042787,121.509309,旅宿場所,旅館,飯店大廳
洛碁大飯店新仕界,昆明街141號,63000070,25.040944,121.504555,旅宿場所,旅館,本館大廳座位區
臺北市立中正高級中學,文林北路77號,63000120,25.104472,121.516541,學校、大型集會場所,高中職,校門口警衛室內
臺灣集中保管結算所股份有限公司,復興北路363號2樓,63000010,25.060561,121.544388,其他,其他場所,台北市松山區復興北路365號5樓
捷絲旅西門館,中華路一段41號5樓,63000050,25.0450456,121.5095859,旅宿場所,旅館,大門入口左邊休息區
臺北市政府環境保護局南港區清潔隊停車場,南深路37號之1,63000090,25.03642717,121.6204805,其他,其他場所,1F電箱旁
臺北市政府環境保護局中正區清潔隊區隊部,重慶南路三段6號,63000050,25.02936973,121.5151892,其他,其他場所,大門旁
臺北市政府環境保護局大安區清潔隊臥龍分隊,基隆路三段臨24號,63000030,25.020008,121.5473457,其他,其他場所,在休息室
臺北市政府環境保護局大同區清潔隊大龍分隊,承德路3段303之1號,63000060,25.076082,121.520677,其他,其他場所,在會議室
臺北市政府環境保護局萬華區清潔隊青年分隊,成都路臨173號之1,63000070,25.04427837,121.5016253,其他,其他場所,大門右側
臺北市政府環境保護局大安區清潔隊台大分隊,辛亥路一段臨138號,63000030,25.022008,121.533814,其他,其他場所,休息室
臺北市政府環境保護局中山區清潔隊停車場,濱江街301巷內,63000040,25.0727943,121.5456244,其他,其他場所,警衛室內
臺北市政府環境保護局文山區清潔隊復興分隊,忠順街二段22號2樓,63000080,24.984612,121.563185,其他,其他場所,點名場所
臺北市政府環境保護局信義區清潔隊吳興分隊,松仁路240巷19號3樓之3,63000020,25.02445119,121.5687938,其他,其他場所,大門左方
臺北市政府環境保護局中正區清潔隊博愛分隊,懷寧街58號1樓,63000050,25.04435575,121.5140559,其他,其他場所,辦公室門口
臺北市政府環境保護局大安區清潔隊敦化分隊,忠孝東路三段31號,63000030,25.04225546,121.5369241,其他,其他場所,大門右側
臺北市政府環境保護局松山區清潔隊停車場,濱江街301巷底,63000010,25.073015,121.545716,其他,其他場所,辦公室右側
臺北市政府環境保護局大安區清潔隊瑞安分隊,建國南路二段臨263號,63000030,25.025078,121.537891,其他,其他場所,辦公室內
臺北市政府環境保護局中正區清潔隊仁愛分隊,林森北路5巷7號,63000050,25.04531265,121.5240874,其他,其他場所,辦公室
臺北市政府環境保護局北投區清潔隊光明分隊,磺港路275號,63000120,25.12312,121.502975,其他,其他場所,辦公區
臺北市政府環境保護局士林區清潔隊停車場(大度),大度路1段150巷11號,63000120,25.12364462,121.4934382,其他,其他場所,辦公室
臺北市政府環境保護局文山區清潔隊木柵分隊,木柵路二段138巷26號,63000080,24.987285,121.562422,其他,其他場所,3F會議室
臺北市政府環境保護局北投區清潔隊關渡分隊,大渡路3段臨250號,63000120,25.122937,121.467323,其他,其他場所,辦公室
臺北市政府環境保護局士林區清潔隊草山分隊,格致路 34 號,63000110,25.137067,121.54656,其他,其他場所,辦公休息區
臺北市政府環境保護局北投區清潔隊陽明分隊二班,新民路73-7號,63000120,25.14114335,121.5127477,其他,其他場所,辦公室
臺北市政府環境保護局萬華區清潔隊武昌分隊,西寧南路4號2F,63000070,25.04793247,121.5070448,其他,其他場所,大門右大門
臺北市政府環境保護局內湖區清潔隊內湖分隊,大湖山莊街117號,63000100,25.08604543,121.6017439,其他,其他場所,1F梯間
臺北市政府環境保護局中山區清潔隊中山分隊,新生北路二段臨30-1號,63000040,25.077181,121.520136,其他,其他場所,大門右側
臺北市政府環境保護局中正區清潔隊公館分隊,水源路臨2號,63000050,25.013179,121.527439,其他,其他場所,大門進去右手邊
臺北市政府環境保護局大安區清潔隊和平分隊,辛亥路一段臨143號,63000030,25.022699,121.532337,其他,其他場所,點名室內
臺北市政府環境保護局信義區清潔隊五分埔分隊,忠孝東路5段257巷2號,63000020,25.041175,121.570669,其他,其他場所,放梯廳間
臺北市政府環境保護局士林區清潔隊天母分隊,承德路7段413巷內,63000110,25.09058619,121.5174605,其他,其他場所,左側休息室
臺北市政府環境保護局士林區清潔隊社子分隊葫蘆班,中正路 臨707-1號,63000110,25.08589695,121.506607,其他,其他場所,辦公室
臺北市政府環境保護局環保稽查大隊,重慶北路3段347號4樓,63000060,25.0748652,121.5140597,其他,其他場所,2樓勤務中心
臺北市藝文推廣處,八德路3段25號3樓,63000010,25.0483521,121.5523144,大型休閒場所,演藝廳,藝文大樓1樓
臺北市政府環境保護局萬華區清潔隊昆明分隊,和平西路三段251號1樓,63000070,25.03554096,121.4947582,其他,其他場所,入口左側
臺北市政府環境保護局內湖區清潔隊科技分隊,瑞光路160號B1,63000100,25.073419,121.579137,其他,其他場所,辦公室
臺北市政府環境保護局廢棄物處理場行政辦公大樓,南深路37 號,63000090,25.028922,121.622895,其他,其他場所,閱覽室內
臺北市政府環境保護局中山區清潔隊民權二分隊,錦州街臨306號,63000040,25.06025335,121.5369868,其他,其他場所,大門左側
臺北市政府環境保護局文山區清潔隊景美分隊,溪州街臨220號,63000080,24.999599,121.535308,其他,其他場所,辦公室外
臺北市政府環境保護局中正區清潔隊南昌分隊,三元街131號7樓,63000050,25.02829299,121.51099,其他,其他場所,辦公室
臺北市政府環境保護局資源回收隊內湖再生家具,行忠路178巷1號,63000100,25.06644882,121.5842632,其他,其他場所,展示場一樓
臺北市政府環境保護局大安區清潔隊安和分隊,通化街120巷20號,63000030,25.02941352,121.5532348,其他,其他場所,在門口正對面
臺北市政府環境保護局中正區清潔隊忠孝分隊,台北市中正區忠孝東路一段108號3樓之3,63000050,25.044355,121.524593,其他,其他場所,辦公室門口
臺北市政府環境保護局松山區清潔隊松山分隊,南京東路5段372號,63000010,25.051439,121.568676,其他,其他場所,辦公室門口
臺北市立南湖高級中學,康寧路3段220號,63000100,25.066494,121.610413,學校、大型集會場所,高中職,東風樓3樓學務處
臺北市立新民國民中學,新民路10號,63000120,25.138039,121.507974,其他,其他場所,新民國中活動中心
臺北市政府環境保護局直屬隊機動二分隊,大度路150巷11號,63000120,25.122762,121.471399,其他,其他場所,一樓大門入口處
臺北市政府環境保護局大同區清潔隊蘭州分隊,敦煌路 臨151-1號,63000060,25.07651073,121.5116733,其他,其他場所,大門右前方
臺北市政府環境保護局南港區清潔隊玉成分隊,向陽路49號,63000090,25.053992,121.594465,其他,其他場所,地下一樓
臺北市政府環境保護局萬華區清潔隊東園分隊,寶興街222巷11-1號,63000070,25.022115,121.495051,其他,其他場所,備勤室內
臺北市政府環境保護局信義區清潔隊四號停車場,木柵路5段151號往前500公尺,63000080,24.99896,121.593804,其他,其他場所,辦公室外
臺北市政府環境保護局北投區清潔隊陽明分隊一班,紗帽路141巷23號,63000120,25.148526,121.533669,其他,其他場所,辦公區休息區
臺北市政府環境保護局大同區清潔隊延平分隊,環河北路一段 臨63-1號,63000060,25.05258854,121.507413,其他,其他場所,大門進去正前方
臺北市政府環境保護局萬華區清潔隊漢中分隊,環河南路一段臨280-1號,63000070,25.041776,121.499802,其他,其他場所,入口左側
臺北市政府環境保護局中山區清潔隊長安分隊,建國北路一段臨5-1號,63000040,25.082404,121.529693,其他,其他場所,在大門左邊
臺北市政府環境保護局內湖區清潔隊區隊部,成功路二段320巷19號4樓,63000100,25.06769,121.589987,其他,其他場所,辦公室
臺北市政府環境保護局信義區清潔隊福德分隊,松山路658號2樓,63000020,25.031523,121.57859,其他,其他場所,在大廳
臺北市政府環境保護局內湖區清潔隊文德分隊,民權東路六段臨10-2號,63000100,25.068942,121.590903,其他,其他場所,辦公室
臺北市政府環境保護局士林區清潔隊文林分隊文外班,中山北路五段376號6樓,63000110,25.08995592,121.5278416,其他,其他場所,辦公區
臺北市政府環境保護局文山區清潔隊區隊部,木柵路三段220號7樓,63000080,24.98964,121.570083,其他,其他場所,辦公室
臺北市政府環境保護局大安區清潔隊新生分隊,建國南路一段臨173號,63000030,25.040966,121.53781,其他,其他場所,大門左側
臺北市政府環境保護局中山區清潔隊圓山分隊,新生北路三段 51 -3號,63000040,25.071894,121.531294,其他,其他場所,大門進去左前方
臺北市政府環境保護局信義區清潔隊六張犁分隊,松仁路240巷19號6樓,63000020,25.02445119,121.5687938,其他,其他場所,大門左邊
臺北市政府環境保護局大安區清潔隊建南停車場,建國南路二段臨149號,63000030,25.02913727,121.5381993,其他,其他場所,警衛室
臺北市政府環境保護局資源回收隊木柵回收場,木柵路五段151號,63000080,24.99896,121.593804,其他,其他場所,地磅室外
臺北市政府環境保護局中正區清潔隊泉州分隊,惠安街47號,63000050,25.02867945,121.5075731,其他,其他場所,大門右側
臺北市政府環境保護局公廁管理隊,重慶北路三段347號2樓,63000060,25.074865,121.51406,其他,其他場所,門口左側
意寬精品旅館(HOME HOTEL),松仁路90號,63000020,25.0351042,121.5679889,旅宿場所,旅館,進門右手邊
臺北市政府環境保護局直屬隊機動分隊,鄭州路 臨50號,63000060,25.05021259,121.508718,其他,其他場所,警衛室門口
臺北市政府環境保護局士林區清潔隊社子分隊社子班,中正路臨692號對面,63000110,25.08579,121.50642,其他,其他場所,辦公室
臺北市政府環境保護局北投區清潔隊石牌分隊,承德路7段393巷200號,63000120,25.11328784,121.4985667,其他,其他場所,辦公室
臺北市政府環境保護局資源回收隊萬華展示場,環河南路2段102號1.2樓,63000070,25.03693,121.495459,其他,其他場所,展示場二樓
臺北市政府環境保護局溝渠清理第一隊停車場,建國北路2段及興安街交叉橋孔下,63000040,25.056054,121.53713,其他,其他場所,辦公室
臺北市政府環境保護局士林區清潔隊蘭雅分隊,文昌路臨211號,63000110,25.09999615,121.52014,其他,其他場所,辦公室
臺北市政府環境保護局萬華區清潔隊大理分隊,長順街臨131號,63000070,25.032546,121.488772,其他,其他場所,辦公室內
臺北市政府環境保護局中正區清潔隊停車場(辛亥),辛亥路1段臨136號,63000050,25.022008,121.533814,其他,其他場所,辦公室
臺北市政府環境保護局溝渠清理第二隊停車場,建國北路3段96-1號,63000040,25.06703,121.53406,其他,其他場所,貨櫃門口
臺北市內湖區南湖國民小學（五樓體育科辦公室外）,康寧路三段200號,63000100,25.068697,121.612033,其他,其他場所,五樓體育組辦公室外
臺北市政府環境保護局萬華區清潔隊停車場,鄭州路底三號水門外,63000070,25.02753,121.474113,其他,其他場所,臺北市萬華區鄭州路底三號水門外
臺北市政府環境保護局山水綠生態公園,南深路37號,63000090,25.029077,121.622338,其他,其他場所,管理室
臺北市政府環境保護局內湖區清潔隊西湖分隊,瑞光路160號B1F,63000100,25.07335225,121.579352,其他,其他場所,B1F辦公室
臺北市政府環境保護局文山區清潔隊博嘉分隊,木柵路五段52號,63000080,25.002578,121.5881,其他,其他場所,入口處左轉茶水間外
臺北市政府環境保護局中山區清潔隊南京分隊,長春路350號2樓,63000040,25.05450328,121.541728,其他,其他場所,大門左側
臺北市政府環境保護局文山區清潔隊停車場,木柵路5段151號(福德坑),63000080,25.00740975,121.589319,其他,其他場所,員工休息室
臺北市政府環境保護局士林區清潔隊停車場(臨江),延平北路7段224號,63000110,25.10185101,121.489133,其他,其他場所,辦公室
臺北市政府環境保護局中正區清潔隊停車場(師大),師大路臨241號,63000050,25.020418,121.522569,其他,其他場所,分隊長辦公室門口
臺北市立三民國中,114台北市內湖區民權東路六段45號,63000100,25.0698092,121.5860526,學校、大型集會場所,國中,活動中心
臺北市立內湖高級中學,文德路218號,63000100,25.078396,121.586581,學校、大型集會場所,高中職,校門口警衛室
臺北市立懷生國民中學,忠孝東路3段248巷30號,63000030,25.04015,121.540847,學校、大型集會場所,國中,二樓體育館室內籃球場
臺北市政府環境保護局松山區清潔隊東社分隊,光復北路190巷39號5樓,63000010,25.054676,121.553696,其他,其他場所,走廊
臺北市政府環境保護局大同區清潔隊建成分隊,民權西路194號之1,63000060,25.062771,121.514414,其他,其他場所,大門進去直走左邊
臺北市政府環境保護局南港區清潔隊南港分隊,松河街699號,63000090,25.061139,121.611194,其他,其他場所,1F左側
臺北市政府環境保護局北投區清潔隊停車場,洲美街271號(北投焚化廠內),63000120,25.107949,121.49926,其他,其他場所,辦公室
臺北市政府環境保護局士林區清潔隊文林分隊文內班,文昌路臨159-1號,63000110,25.097786,121.520591,其他,其他場所,辦公室
臺北市政府環境保護局松山區清潔隊上塔悠分隊,民權東路5段臨94號,63000010,25.063475,121.567835,其他,其他場所,辦公室右側
臺北市政府環境保護局中山區清潔隊大直分隊,大直街21巷2號1樓,63000040,25.077802,121.527002,其他,其他場所,大門進去正左方
臺北市政府環境保護局內湖區清潔隊東湖分隊,康樂街150號4F之1,63000100,25.073111,121.621004,其他,其他場所,辦公室
臺北市政府環境保護局內湖區清潔隊停車場,舊宗路二段158號,63000100,25.070676,121.574832,其他,其他場所,辦公室
臺北市政府環境保護局文山區清潔隊興隆分隊,興隆路二段97號後棟4樓,63000080,24.999001,121.547842,其他,其他場所,點名場所
臺北市政府環境保護局廢棄物處理場福德坑復育園區,木柵路5段151號,63000080,25.00740975,121.589319,其他,其他場所,復育園區辦公室
臺北市政府環境保護局環保稽查大隊,重慶北路3段347號4樓,63000060,25.0748652,121.5140597,其他,其他場所,5樓梯廳
臺北市內湖區文湖國民小學,文湖街15號,63000100,25.085771,121.560122,其他,其他場所,本校穿堂外側
公館計程車服務站,汀州路3段230巷15號,63000050,25.0110471,121.5354606,其他,其他場所,建物大門左側繳費機旁
臺北市內湖區碧湖國民小學,金龍路100號,63000100,25.083976,121.591632,其他,其他場所,健康中心
臺北市中山區大佳國民小學,濱江街107號,63000040,25.073294,121.536367,其他,其他場所,幼兒園
臺北市中山區五常國民小學,五常街16號,63000040,25.064084,121.541528,其他,其他場所,本校5樓活動中心
臺北市中山區大直國民小學,大直街2號,63000040,25.080638,121.545851,其他,其他場所,游泳池入口處
新光三越Diamond Towers,忠孝東路三段268號,63000030,25.0414375,121.5421391,大型購物場所,商場,新光三越Diamond Towers 一館2樓醫護室
新光三越Diamond Towers,忠孝東路三段268號,63000030,25.0414375,121.5421391,大型購物場所,商場,新光三越Diamond towers 2館3樓梯廳處
歐華酒店,林森北路646號,63000040,25.0681206,121.5255369,旅宿場所,飯店,飯店大廳
東元電機股份有限公司,三重路19-9號5樓,63000090,25.0584693,121.6137978,其他,其他場所,台北市南港區三重路19-9號5樓
臺北市景文高級中學,保儀路127號,63000080,24.985368,121.567395,學校、大型集會場所,高中職,創新樓一樓
臺北市立松山幼兒園,敦化北路199巷5號2樓,63000010,25.0567523,121.5515059,其他,其他場所,臺北市松山區敦化北路199巷5號2樓
相鐵Grand Fresa台北西門,中華路一段57號,63000050,25.0416743,121.5085894,旅宿場所,飯店,飯店2樓大廳
好享健身有限公司,經貿二路235巷60弄2號、6號1樓,63000090,25.0625012,121.6156885,學校、大型集會場所,健身房,場館運動按摩區
頂碩區民活動中心,興寧街2號3樓,63000070,25.0322385,121.5020158,其他,其他場所,頂碩區民活動中心
臺北市松山區松山國民小學,八德路4段746號,63000010,25.051109,121.579143,其他,其他場所,健康中心
臺北市立聯合醫院附設政大門診部,指南路2段117號,63000080,24.987703,121.575646,其他,其他場所,1樓門診大廳
臺北市文山區景美國民小學,景文街108號,63000080,24.989527,121.540781,其他,其他場所,游泳池
臺北市政府客家事務委員會(文化會館),信義路3段157巷11號,63000030,25.03447307,121.5430792,其他,其他場所,保全桌旁邊
臺北市立中正高級中學,文林北路77號,63000120,25.104472,121.516541,學校、大型集會場所,高中職,健康中心
臺北市立龍門國民中學,建國南路2段269號,63000030,25.024673,121.538208,學校、大型集會場所,國中,學務處外走廊
臺北市信義區光復國民小學,光復南路271號,63000020,25.04027,121.557853,其他,其他場所,圓樓1樓
臺北市立大安高級工業職業學校,復興南路2段52號,63000030,25.032033,121.54336,學校、大型集會場所,高中職,大安高工游泳池
臺北市士林區戶政事務所,中正路439號3樓,63000110,25.092762,121.519559,其他,其他場所,3樓民眾等待區
臺北市文山區實踐國民小學,忠順街1段4號,63000080,24.983727,121.557639,學校、大型集會場所,國小,實踐國小前門穿堂
臺北市文山區興德國民小學,興隆路二段235號,63000080,25.001622,121.55077,其他,其他場所,本校1樓健康中心外
臺北市文山區萬芳國民小學,萬和街1號,63000080,25.003231,121.567433,其他,其他場所,穿堂右側
臺北市政府公務人員訓練處,萬美街2段21巷20號,63000080,25.004577,121.56104,其他,其他場所,C區-客服中心前
臺北市立至善國民中學,至善路二段360號,63000110,25.103587,121.555425,其他,其他場所,至善國中健康中心走廊
臺北市士林區平等國民小學,平菁街101號,63000110,25.129443,121.576607,其他,其他場所,一樓穿堂警衛室門前
臺北巿士林區福林國民小學,福志路75號,63000110,25.098216,121.529446,其他,其他場所,健康中心
台北士林萬麗酒店,中山北路5段470巷8號,63000110,25.0931135,121.5290463,旅宿場所,旅館,台北市士林區中山北路5段470巷8號
鴻名企業股份有限公司,東興路59號6樓,63000020,25.0474544,121.5667523,其他,其他場所,本公司六樓
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_2F_三壘側_通廊
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_2F_內野_一壘側_救護站
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_B2_本後_GATE5內通廊
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_B2_藥檢室
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_B2_維修室
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_B2_三壘側_重量訓練室
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_B2_GATE7旁
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_B1_內野_一壘側_救護站
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_3F_內野_三壘側_通廊
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_2F_左外野_通廊
