機構名稱,機構代碼,機構種類,縣市,區,地址全址,經度,緯度,O_ABC,特約服務項目,特約縣市,特約區域,機構電話,電子郵件,機構負責人姓名,特約起日,特約迄日,最後異動時間
佳藥長照藥局,B30200020,B3,新北市,淡水區,新北市淡水區學府路75號1樓,121.4483795166,25.1699790955,B,專業照護服務,新北市,淡水區,02-26211321,jiayao1321@gmail.com,張倪芳,20220101.0,20241231.0,20220301 15:33:29
駿德租賃有限公司,BA0200001,BA,新北市,土城區,新北市土城區福仁街60巷1號,121.4393920898,24.9746723175,B,交通接送服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;樹林區;鶯歌區;三峽區;汐止區;瑞芳區;土城區;蘆洲區;五股區;泰山區;林口區;深坑區;石碇區;坪林區;八里區;平溪區;烏來區,02-29514338,qqoo123400@gmail.com,林育德,20250101.0,20271231.0,20241226 11:57:49
東南社區發展協會(社照c),BF0200028,BF,新北市,林口區,新北市林口區東勢里麗園二街1巷4號,121.3774032593,25.0700035095,C,巷弄長照站,新北市,林口區,(02)26095928,seca.org@msa.hinet.net,薛純良,20220101.0,20221231.0,20220503 09:05:04
新北市鶯歌區永昌社區發展協會(社照C),BF0200041,BF,新北市,鶯歌區,新北市鶯歌區永昌里永昌街36-1號,121.3426589966,24.950088501,C,巷弄長照站,新北市,鶯歌區,0919954187,yccu2022@gmail.com,游武雄,20240101.0,20241231.0,20240707 14:32:53
臺北市天母全人關懷協會,BF0100011,BF,臺北市,士林區,臺北市士林區天玉里中山北路7段81巷7樓B2,121.5302658081,25.1218204498,C,巷弄長照站,臺北市,士林區,02-2874-6222#118,lovingcaretianmu0101@gmail.com,曾鼎發,20190101.0,20211231.0,20210407 11:41:28
社團法人中華民國香柏樹長者社區關懷協會台大據點,BE0100018,BE,臺北市,大安區,臺北市大安區大學里新生南路3段86號4、9樓(真理堂),121.5334396362,25.0185871124,C,巷弄長照站,臺北市,大安區,02-23632096#121,kunlin65@gmail.com,楊寧亞,20190101.0,20211231.0,20210407 14:51:34
社團法人臺北市臻佶祥社會服務協會,BE0100022,BE,臺北市,中正區,臺北市中正區忠勤里中華路2段315巷16、18號,121.5069961548,25.0284576416,C,巷弄長照站,臺北市,中正區,02-23036281,tsc1168@yahoo.com.tw,陳鳳珠,20190101.0,20241221.0,20230106 20:32:57
新北市三重區民俗文化協會(社照C),BF0200010,BF,新北市,三重區,新北市三重區承德里龍門路272-1號3樓,121.501449585,25.0741767883,C,巷弄長照站,新北市,三重區,(02)29720878,wendy@fortunetour.net,林玟彣,20220101.0,20231231.0,20230530 18:43:46
社團法人新北市社區工作者協會(社照C),BE0200011,BE,新北市,貢寮區,新北市貢寮區貢寮里29巷14之一號,121.9079284668,25.0190372467,C,巷弄長照站,新北市,貢寮區,(02)24942772,tallest999@gmail.com,黃寧秋,20220101.0,20221231.0,20220503 10:17:16
臺北市大龍峒長青協會,BF0100015,BF,臺北市,大同區,臺北市大同區保安里重慶北路3段313巷25號1樓~2樓,121.5148925781,25.0741767883,C,巷弄長照站,臺北市,大同區,02-25910582,jackalnogg@gmail.com,張斌脈,20190101.0,20211231.0,20210407 14:18:48
社團法人台灣厝邊有愛關懷協會台北和平據點,BE0100017,BE,臺北市,大安區,臺北市大安區龍安里和平東路一段183巷9號,121.5330963135,25.0274276733,C,巷弄長照站,臺北市,大安區,00-23636356,lo1119@ms53.hinet.net,鄭忠仁,20190101.0,20211231.0,20210407 15:55:54
台北市內湖永續發展協會,BF0100036,BF,臺北市,內湖區,臺北市內湖區金龍里金龍路 67 巷 7 號,121.5929794312,25.0857639313,C,巷弄長照站,臺北市,內湖區,02-27908099,tnhsda@gmail.com,鄭允強,20190101.0,20211231.0,20210408 17:47:48
財團法人福智慈善基金會(東湖教室),BD0100038,BD,臺北市,內湖區,臺北市內湖區五分里東湖路106巷2號、6號、8號,121.6154556274,25.0683021545,C,巷弄長照站,臺北市,內湖區,02-26335547,john4721@ymail.com,賴錫源,20190101.0,20211231.0,20210408 17:39:56
財團法人福智慈善基金會(內湖路2段),BD0100041,BD,臺北市,內湖區,臺北市內湖區內湖里內湖路2段484號4樓及482號、484號、486號、488號3樓,121.5932922363,25.084280014,C,巷弄長照站,臺北市,內湖區,02-27963275,j141712@yahoo.com.tw,賴錫源,20190101.0,20211231.0,20210408 17:40:15
財團法人利伯他茲教育基金會(木柵復活堂),BD0100043,BD,臺北市,文山區,臺北市文山區木新里永安街1號,121.5702514648,24.9874591827,C,巷弄長照站,臺北市,文山區,02-2939-4359,ssd@cthyh.org.tw,羅慧兒,20190101.0,20241231.0,20230107 13:00:45
新北市土城區雲溪社區發展協會(社照C),BF0200011,BF,新北市,土城區,新北市土城區清溪里清水路243號1樓,121.4614944458,24.9834327698,C,巷弄長照站,新北市,土城區,(02)82603360,chen570830@yahoo.com.tw,簡碧玲,20220101.0,20221231.0,20220502 16:39:26
社團法人中華培愛全人關懷協會中華培愛全人關懷協會(社照C),BE0200014,BE,新北市,新莊區,新北市新莊區雙鳳里中正路708號3樓,121.4165496826,25.0251464844,C,巷弄長照站,新北市,新莊區,(02)2903-1191,aa0939772905@gmail.com,高恩堂,20240101.0,20241231.0,20240704 15:27:19
財團法人基督教台灣信義會(內湖思恩堂),BD0100042,BD,臺北市,內湖區,臺北市內湖區紫星里康寧路一段62號,121.5921554565,25.0800552368,C,巷弄長照站,臺北市,內湖區,936649973,aa0936649973@gmail.com,吳英賓,20190101.0,20211231.0,20210408 18:05:45
社團法人台灣美滿家庭社區服務協會,BE0100025,BE,臺北市,文山區,臺北市文山區萬興里指南路二11號,121.5756225586,24.9864559174,C,巷弄長照站,臺北市,文山區,952650867,NTURCHIANG@GMAIL.COM,洪英正,20190101.0,20211231.0,20210409 16:03:45
臺北市松山區安平社區發展協會,BF0100052,BF,臺北市,松山區,臺北市松山區安平里寶清街42號2樓,121.5675964355,25.0531578064,C,巷弄長照站,臺北市,松山區,986038688,fredwa88@gmail.com,林沂漀,20190101.0,20211231.0,20210412 11:53:20
社團法人中華民國我願意全人關懷協會,BE0100046,BE,臺北市,南港區,臺北市南港區萬福里東新街64巷7、11、13號,121.5855102539,25.0471782684,C,巷弄長照站,臺北市,南港區,920131347,jp70916@gmail.com,廖棣瓏,20190101.0,20211231.0,20210412 14:51:15
財團法人介惠社會福利慈善基金會新北市金山金包里公共托老中心(社照C),BD0200015,BD,新北市,金山區,新北市金山區金美里中山路257號1、2樓,121.6368255615,25.2221260071,C,巷弄長照站,新北市,金山區,(02)24082114,chshen@jhf.org.tw,胡頤仁,20220101.0,20221231.0,20220503 09:08:05
新北市泰山區大科社區發展協會(社照C),BF0200033,BF,新北市,泰山區,新北市泰山區大科里大科一路69號,121.4047698975,25.0552253723,C,巷弄長照站,新北市,泰山區,(02)29003236,qqqq29092746@yahoo.com.tw,蔡黃阿員,20220101.0,20221231.0,20220503 09:11:18
社團法人中華民國香柏樹長者社區關懷協會大安台電據點,BE0100016,BE,臺北市,大安區,臺北市大安區大學里羅斯福路3段275號3樓,121.5309753418,25.0183601379,C,巷弄長照站,臺北市,大安區,02-2363-2096#121,kunlin65@gmail.com,楊寧亞,20190101.0,20211231.0,20210407 14:50:48
財團法人味全文化教育基金會,BD0100027,BD,臺北市,中山區,臺北市中山區中央里松江路125號4樓,121.5333023071,25.0530853271,C,巷弄長照站,臺北市,中山區,910080465,weichuan125@gmail.com,張景涵,20190101.0,20211231.0,20210408 16:15:11
臺北市士林海光社區發展協會,BF0100010,BF,臺北市,士林區,臺北市士林區富光里延平北路5段99號,121.5104217529,25.0812301636,C,巷弄長照站,臺北市,士林區,932023186,weiyuan.comm@yahoo.com.tw,廖品筑,20190101.0,20211231.0,20210407 11:55:21
財團法人成長文教基金會,BD0100022,BD,臺北市,大安區,臺北市大安區仁慈里東豐街1號2樓,121.5439224243,25.0361804962,C,巷弄長照站,臺北市,大安區,02-27000657,pc19840808@gmail.com,吳靜吉,20190101.0,20211231.0,20210407 14:53:35
臺北市中山區大直社區發展協會(第二區民活動中心),BF0100026,BF,臺北市,中山區,臺北市中山區大直里大直街1號4樓,121.5469665527,25.0803451538,C,巷弄長照站,臺北市,中山區,02-25329522,tachih70@yahoo.com.tw,戴思亭,20190101.0,20211231.0,20210408 16:12:54
財團法人利伯他茲教育基金會(木柵復活堂),BD0100043,BD,臺北市,文山區,臺北市文山區木新里永安街1號,121.5702514648,24.9874591827,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-2939-4359,ssd@cthyh.org.tw,羅慧兒,20250101.0,20261231.0,20240924 18:22:44
社團法人中華仁親社區關懷協會(北投好厝邊) ,BE0100033,BE,臺北市,北投區,臺北市北投區中心里大業路721號一樓,121.5022277832,25.1372718811,C,巷弄長照站,臺北市,北投區,02-28803408#2280,lily.hsu275310@yahoo.com.tw,劉群茂,20190101.0,20211231.0,20210409 17:13:14
社團法人台北市銀髮族協會,BE0100036,BE,臺北市,松山區,臺北市松山區安平里寶清街42號2樓,121.5675964355,25.0531578064,C,巷弄長照站,臺北市,松山區,986038688,fredwa88@gmail.com,張茂楠,20190101.0,20211231.0,20210412 16:07:33
社團法人臺北市長期照護發展協會,BE0100035,BE,臺北市,松山區,臺北市松山區自強里三民路35巷9號1、2樓,121.562713623,25.0552845001,C,巷弄長照站,臺北市,松山區,918015617,tw.softlfie@gmail.com,羅慧文,20190101.0,20211231.0,20210412 11:55:23
財團法人中華基督教衛理公會恩友堂,BD0100047,BD,臺北市,松山區,臺北市松山區安平里寶清街123號,121.5675964355,25.0541591644,C,巷弄長照站,臺北市,松山區,02-27670760,qjjaneyu@gmail.com,林烽銓,20190101.0,20211231.0,20210412 11:53:04
社團法人台北市二村基石關懷協會,BE0100038,BE,臺北市,松山區,臺北市松山區東榮里民生東路5段69巷2弄10、12號,121.5587310791,25.0590839386,C,巷弄長照站,臺北市,松山區,02-27632002,windowcchuang@gmail.com,趙明榮,20190101.0,20211231.0,20210412 13:46:27
臺北市信義區安康里辦公處,BG0100003,BG,臺北市,信義區,臺北市信義區安康里虎林街232巷58號,121.5759048462,25.035905838,C,巷弄長照站,臺北市,信義區,02-27273989,wan.yuheng@gmail.com,萬宇恆,20190101.0,20211231.0,20210412 14:28:07
社團法人台灣厝邊有愛關懷協會中研教會,BE0100044,BE,臺北市,南港區,臺北市南港區中研里研究院路二段11巷5號,121.6158294678,25.0466823578,C,巷弄長照站,臺北市,南港區,02-23636356,lo1119@ms53.hinet.net,鄭忠仁,20190101.0,20211231.0,20210412 14:45:28
臺北市南港舊莊社區發展協會,BF0100065,BF,臺北市,南港區,臺北市南港區舊莊里舊莊街1段91巷11號(舊莊區民活動中心),121.6195220947,25.0413208008,C,巷弄長照站,臺北市,南港區,0931-518686,e0800633688@gmail.com,李麗時,20190101.0,20211231.0,20210412 14:55:57
社團法人臺北市臻佶祥社會服務協會,BE0100022,BE,臺北市,中正區,臺北市中正區忠勤里中華路2段315巷16、18號,121.5069961548,25.0284576416,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-23036281,tsc1168@yahoo.com.tw,陳鳳珠,20250101.0,20261231.0,20241119 14:08:08
台北市文山區萬和社區發展協會,BF0100039,BF,臺北市,文山區,臺北市文山區萬和里汀州路4段215號1樓,121.5355377197,25.0041637421,C,巷弄長照站,臺北市,文山區,02-2931-0147,bs-011@mail.taipei.gov.tw,吳祚榮,20190101.0,20211231.0,20210409 15:28:31
社團法人台北市基督教萬芳浸信會,BE0100027,BE,臺北市,文山區,臺北市文山區萬芳里萬美街一段19巷五號一樓,121.5698928833,25.002374649,C,巷弄長照站,臺北市,文山區,02-22303518,20140401@mail.taipei.gov.tw,張志榮,20190101.0,20211231.0,20210409 15:28:12
臺北市南港區仁福社區發展協會,BF0100062,BF,臺北市,南港區,臺北市南港區仁福里福德街373巷61號1樓,121.5921401978,25.0394687653,C,巷弄長照站,臺北市,南港區,972910919,daisybobounun76@gmail.com,江俊賢,20190101.0,20211231.0,20210412 14:45:44
臺北市萬華區保德社區發展協會,BF0100072,BF,臺北市,萬華區,臺北市萬華區保德里東園街140巷10號,121.4970092773,25.023311615,C,巷弄長照站,臺北市,萬華區,02-2332-3337,Baode.cou@msa.hinet.net,黃剛毅,20190101.0,20211231.0,20210412 15:00:30
財團法人台灣省私立健順養護中心,A10200303,A1,新北市,深坑區,新北市深坑區昇高里王軍寮9號,121.6163024902,24.9824542999,A,個案管理服務,臺北市,中山區,,d6622499@ms26.hinet.net,廖慧媛,20230424.0,20241231.0,20230425 17:21:38
財團法人台灣省私立健順養護中心,A10200303,A1,新北市,深坑區,新北市深坑區昇高里王軍寮9號,121.6163024902,24.9824542999,A,個案管理服務,臺北市,中山區,,d6622499@ms26.hinet.net,廖慧媛,20230101.0,20261231.0,20231229 17:08:58
財團法人台灣省私立健順養護中心,A10200303,A1,新北市,深坑區,新北市深坑區昇高里王軍寮9號,121.6163024902,24.9824542999,A,個案管理服務,臺北市,松山區,,d6622499@ms26.hinet.net,廖慧媛,20250101.0,20261231.0,20241231 20:21:13
財團法人台灣省私立健順養護中心,A10200303,A1,新北市,深坑區,新北市深坑區昇高里王軍寮9號,121.6163024902,24.9824542999,A,個案管理服務,臺北市,中山區,,d6622499@ms26.hinet.net,廖慧媛,20250101.0,20261231.0,20241231 20:22:29
新北市私立廣權老人長期照顧中心(養護型),A10200302,A1,新北市,板橋區,新北市板橋區廣權路2號5樓,121.4602966309,24.9908828735,B,喘息服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;樹林區;鶯歌區;三峽區;淡水區;汐止區;瑞芳區;土城區;蘆洲區;五股區;泰山區;林口區;深坑區;石碇區;坪林區;三芝區;石門區;八里區;平溪區;雙溪區;貢寮區;金山區;萬里區;烏來區,02-89514712,guangquan4712@gmail.com,王季柔,20250101.0,20271231.0,20250110 14:59:34
有限責任新北市愛齡照護服務勞動合作社附設新北市私立到咖手居家長照機構,1R0200007,1,新北市,板橋區,新北市板橋區明德街21號2樓,121.4592819214,25.0100479126,B,居家服務,臺北市,大安區;中山區;中正區;大同區,02-22726233,op@docaso885.com,林昌坤,20220902.0,20261231.0,20231229 16:40:50
有限責任新北市愛齡照護服務勞動合作社附設新北市私立到咖手居家長照機構,1R0200007,1,新北市,板橋區,新北市板橋區明德街21號2樓,121.4592819214,25.0100479126,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區,02-22726233,op@docaso885.com,林昌坤,20200703.0,20241231.0,20221230 15:06:37
有限責任新北市愛齡照護服務勞動合作社附設新北市私立到咖手居家長照機構,1R0200007,1,新北市,板橋區,新北市板橋區明德街21號2樓,121.4592819214,25.0100479126,B,居家服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;土城區,02-22726233,op@docaso885.com,林昌坤,20250101.0,20271231.0,20241216 14:46:15
有限責任新北市愛齡照護服務勞動合作社附設新北市私立到咖手居家長照機構,1R0200007,1,新北市,板橋區,新北市板橋區明德街21號2樓,121.4592819214,25.0100479126,B,喘息服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;土城區,02-22726233,op@docaso885.com,林昌坤,20250101.0,20271231.0,20241216 14:48:46
新北市三峽區原住民族發展協進會(社照C),BF0200047,BF,新北市,三峽區,新北市三峽區鳶山里介壽里中山路257巷35號7樓,121.3624343872,24.937335968,C,巷弄長照站,新北市,三峽區,928567252,123@gmail.com,林建華,20240101.0,20241231.0,20240707 14:37:37
有限責任新北市愛齡照護服務勞動合作社附設新北市私立到咖手居家長照機構,1R0200007,1,新北市,板橋區,新北市板橋區明德街21號2樓,121.4592819214,25.0100479126,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區,02-22726233,op@docaso885.com,林昌坤,20250101.0,20261231.0,20241122 14:42:57
財團法人台灣省私立健順養護中心,A10200303,A1,新北市,深坑區,新北市深坑區昇高里王軍寮9號,121.6163024902,24.9824542999,B,喘息服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;樹林區;鶯歌區;三峽區;淡水區;汐止區;瑞芳區;土城區;蘆洲區;五股區;泰山區;林口區;深坑區;石碇區;坪林區;三芝區;石門區;八里區;平溪區;雙溪區;貢寮區;金山區;萬里區;烏來區,,d6622499@ms26.hinet.net,廖慧媛,20250101.0,20271231.0,20250114 10:04:21
財團法人台灣省私立健順養護中心,A10200303,A1,新北市,深坑區,新北市深坑區昇高里王軍寮9號,121.6163024902,24.9824542999,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,,d6622499@ms26.hinet.net,廖慧媛,20230101.0,20261231.0,20231229 17:08:58
財團法人台灣省私立健順養護中心,A10200303,A1,新北市,深坑區,新北市深坑區昇高里王軍寮9號,121.6163024902,24.9824542999,A,個案管理服務,臺北市,中山區,,d6622499@ms26.hinet.net,廖慧媛,20250101.0,20261231.0,20241231 20:24:05
財團法人台灣省私立健順養護中心,A10200303,A1,新北市,深坑區,新北市深坑區昇高里王軍寮9號,121.6163024902,24.9824542999,A,個案管理服務,臺北市,松山區,,d6622499@ms26.hinet.net,廖慧媛,20230101.0,20241231.0,20230626 14:54:57
財團法人台北市城東基督長老教會,BF0100088,BF,臺北市,大安區,臺北市大安區建倫里安和路1段43號2樓及45號1樓,121.5510559082,25.0386104584,C,巷弄長照站,臺北市,大安區,02-2771-1282,logoschentong@gmail.com,林萬賀,20190101.0,20211231.0,20210407 15:35:14
臺北市政府社會局委託社團法人中華民國紅心字會經營管理臺北市信義老人服務中心,2R0100004,2,臺北市,信義區,臺北市信義區大仁里大道路116號5樓之3,121.5675430298,25.0433940887,B,日間照顧服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-87870300,xinyitw@yahoo.com.tw,劉緒倫,20230101.0,20231231.0,20230207 11:09:20
上新居家職能治療所,B50200004,B5,新北市,新莊區,新北市新莊區福美街62巷6號15樓,121.4614868164,25.0547332764,B,專業照護服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;樹林區;鶯歌區;三峽區;淡水區;汐止區;瑞芳區;土城區;蘆洲區;五股區;泰山區;林口區;深坑區;石碇區;坪林區;三芝區;石門區;八里區;平溪區;雙溪區;貢寮區;金山區;萬里區;烏來區,0987088845,npyuan0713@yahoo.com.tw,袁寧蘋,20220101.0,20241231.0,20220315 10:43:11
上新居家職能治療所,B50200004,B5,新北市,新莊區,新北市新莊區福美街62巷6號15樓,121.4614868164,25.0547332764,B,專業照護服務(CC01),新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;樹林區;鶯歌區;三峽區;淡水區;汐止區;瑞芳區;土城區;蘆洲區;五股區;泰山區;林口區;深坑區;石碇區;坪林區;三芝區;石門區;八里區;平溪區;雙溪區;貢寮區;金山區;萬里區;烏來區,0987088845,npyuan0713@yahoo.com.tw,袁寧蘋,20250101.0,20271231.0,20241220 09:49:06
宗展股份有限公司附設臺北市私立辰心居家長照機構,1V0100010,1,臺北市,大同區,臺北市大同區永樂里西寧北路112號4樓之1,121.5088577271,25.0561103821,B,喘息服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;樹林區;三峽區;淡水區;汐止區;土城區;蘆洲區;五股區;林口區,02-25580208,8hq008@gmail.com,簡裕宗,20250101.0,20271231.0,20241223 14:34:04
宗展股份有限公司附設臺北市私立辰心居家長照機構,1V0100010,1,臺北市,大同區,臺北市大同區永樂里西寧北路112號4樓之1,121.5088577271,25.0561103821,B,居家服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-25580208,8hq008@gmail.com,簡裕宗,20190711.0,20231231.0,20220104 18:03:07
佳藥長照藥局,B30200020,B3,新北市,淡水區,新北市淡水區學府路75號1樓,121.4483795166,25.1699790955,A,個案管理服務,新北市,淡水區,02-26211321,jiayao1321@gmail.com,張倪芳,20250101.0,20250630.0,20241231 16:09:27
國際奔享體驗教育發展協會(社照C),BE0200027,BE,新北市,新莊區,新北市新莊區丹鳳里天祥街120巷6號,121.4147033691,25.0299625397,C,巷弄長照站,新北市,新莊區,0953425500,hingis0721@gmail.com,曾美蘭,20240101.0,20241231.0,20240704 15:11:58
宗展股份有限公司附設臺北市私立辰心居家長照機構,1V0100010,1,臺北市,大同區,臺北市大同區永樂里西寧北路112號4樓之1,121.5088577271,25.0561103821,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-25580208,8hq008@gmail.com,簡裕宗,20250101.0,20261231.0,20241120 11:06:24
宗展股份有限公司附設臺北市私立辰心居家長照機構,1V0100010,1,臺北市,大同區,臺北市大同區永樂里西寧北路112號4樓之1,121.5088577271,25.0561103821,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-25580208,8hq008@gmail.com,簡裕宗,20190715.0,20241231.0,20221229 21:33:35
新北市私立立穎居家長照機構,1X0200020,1,新北市,中和區,新北市中和區立德街204號3樓,121.5117874146,24.9852313995,A,個案管理服務,新北市,中和區;永和區,02-86686651,liinhomecare@gmail.com,周惠貞,20250101.0,20250630.0,20241231 16:11:20
新北市私立立穎居家長照機構,1X0200020,1,新北市,中和區,新北市中和區立德街204號3樓,121.5117874146,24.9852313995,B,喘息服務,新北市,板橋區;中和區;永和區;新莊區;淡水區;土城區;三芝區;石門區;烏來區,02-86686651,liinhomecare@gmail.com,周惠貞,20250101.0,20271231.0,20241217 11:09:49
財團法人一粒麥子社會福利慈善事業基金會(嶺腳里)(社照C),BD0200028,BD,新北市,新店區,新北市新店區民權路42巷59弄12號5樓,121.5378189087,24.9811306,C,巷弄長照站,新北市,平溪區,02-89117897 #12、#15,W104116@wheat.org.tw,呂信雄,20230101.0,20231231.0,20230530 16:54:07
社團法人台灣德安社會福利協會受託經營管理臺北市大安老人服務中心,BD0100057,BD,臺北市,大安區,臺北市大安區德安里四維路76巷12號,121.5473480225,25.034204483,B,營養餐飲服務,臺北市,大安區,27086255,daanolder@gmail.com,陳敏雄,20190131.0,20191231.0,20190627 17:56:51
社團法人台灣德安社會福利協會受託經營管理臺北市大安老人服務中心,BD0100057,BD,臺北市,大安區,臺北市大安區德安里四維路76巷12號,121.5473480225,25.034204483,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,27086255,daanolder@gmail.com,陳敏雄,20191001.0,20241231.0,20230202 16:51:17
社團法人台灣德安社會福利協會受託經營管理臺北市大安老人服務中心,BD0100057,BD,臺北市,大安區,臺北市大安區德安里四維路76巷12號,121.5473480225,25.034204483,B,營養餐飲服務,臺北市,大安區,27086255,daanolder@gmail.com,陳敏雄,20190131.0,20191231.0,20210112 12:07:55
新北市平溪區菁桐社區發展協會(社照C),BF0200065,BF,新北市,平溪區,新北市平溪區菁桐里菁桐街65-1號,121.7261657715,25.0235347748,C,巷弄長照站,新北市,平溪區,,hokedrse@gmail.com,楊明益,20230101.0,20231231.0,20230530 16:57:02
財團法人天下為公社會福利慈善事業基金會,BD0100059,BD,臺北市,士林區,臺北市士林區承德路4段306號9樓,121.5186309814,25.0896549225,A,個案管理服務,臺北市,士林區,02-28881056,kcw@mail.oit.edu.tw,胡世賢,20250101.0,20261231.0,20241231 17:50:06
財團法人一粒麥子社會福利慈善事業基金會(嶺腳里)(社照C),BD0200028,BD,新北市,新店區,新北市新店區民權路42巷59弄12號5樓,121.5378189087,24.9811306,B,交通接送服務,新北市,深坑區;石碇區;平溪區,02-89117897 #12、#15,W104116@wheat.org.tw,呂信雄,20250101.0,20271231.0,20241220 11:47:17
中華民國紅十字會臺北市分會,BF0100078,BF,臺北市,信義區,臺北市信義區中興里中興里信義路4段415號5樓-3,121.559211731,25.0332794189,C,巷弄長照站,臺北市,信義區,02-2758-3009,kennylasa0829@tp.edu.tw,胡坤佑,20190101.0,20211231.0,20210412 14:22:14
三芝區三和社區照顧關懷據點(社照C),BF0200051,BF,新北市,三芝區,新北市三芝區新庄里新庄里番社后3-1號,121.5018234253,25.2671985626,C,巷弄長照站,新北市,三芝區,(02)26365499,info@slsf.org.tw,蔡政道,20220101.0,20221231.0,20220502 16:08:41
臺北市政府社會局委託佳醫長照社團法人經營管理臺北市兆如老人安養護中心,A10100161,A1,臺北市,文山區,臺北市文山區政大二街129號,121.5841903687,24.989315033,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,0222258688,wenliyun12@gmail.com,蘇秀鑾,20250101.0,20261231.0,20250121 15:03:33
臺北市政府社會局委託佳醫長照社團法人經營管理臺北市兆如老人安養護中心,A10100161,A1,臺北市,文山區,臺北市文山區政大二街129號,121.5841903687,24.989315033,B,日間照顧服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,0222258688,wenliyun12@gmail.com,蘇秀鑾,20180101.0,20231001.0,20201203 13:37:39
自己人居家物理治療所-鶯歌南鶯據點(醫事C),B40200011,B4,新北市,鶯歌區,新北市鶯歌區南鶯里育才街90號1樓,121.3486404419,24.9549636841,B,喘息服務,新北市,樹林區;鶯歌區;三峽區,02-26799626,ben06066@gmail.com,陳星叡,20250101.0,20271231.0,20241226 09:24:49
沛迪兒物理治療所,B40200008,B4,新北市,淡水區,新北市淡水區清水街34巷9號1樓,121.4446411133,25.1708507538,B,專業照護服務(CC01),新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;樹林區;鶯歌區;三峽區;淡水區;汐止區;瑞芳區;土城區;蘆洲區;五股區;泰山區;林口區;深坑區;石碇區;坪林區;三芝區;石門區;八里區;平溪區;雙溪區;貢寮區;金山區;萬里區;烏來區,921855280,pediaptc@gmail.com,高瑋鈴,20220101.0,20241231.0,20230802 17:19:14
沛迪兒物理治療所,B40200008,B4,新北市,淡水區,新北市淡水區清水街34巷9號1樓,121.4446411133,25.1708507538,B,專業照護服務,新北市,板橋區;三重區;中和區;永和區;新莊區;樹林區;三峽區;淡水區;土城區;蘆洲區;五股區;八里區,921855280,pediaptc@gmail.com,高瑋鈴,20250101.0,20271231.0,20241219 11:56:57
沛迪兒物理治療所,B40200008,B4,新北市,淡水區,新北市淡水區清水街34巷9號1樓,121.4446411133,25.1708507538,B,專業照護服務(CC01),新北市,板橋區;三重區;中和區;永和區;新莊區;樹林區;三峽區;淡水區;土城區;蘆洲區;五股區;八里區,921855280,pediaptc@gmail.com,高瑋鈴,20250101.0,20271231.0,20241219 11:57:31
天文大藥局,B30200010,B3,新北市,淡水區,新北市淡水區新春街136號,121.4412384033,25.181596756,B,專業照護服務,新北市,淡水區,02-86312050,everu008@gmail.com,王玥玓,20220101.0,20241231.0,20220318 11:28:27
宗展股份有限公司附設臺北市私立辰心居家長照機構,1V0100010,1,臺北市,大同區,臺北市大同區永樂里西寧北路112號4樓之1,121.5088577271,25.0561103821,B,居家服務,新北市,板橋區;三重區;中和區;永和區;新莊區;新店區;樹林區;三峽區;淡水區;汐止區;土城區;蘆洲區;五股區;林口區,02-25580208,8hq008@gmail.com,簡裕宗,20250101.0,20271231.0,20241223 14:33:35
宗展股份有限公司附設臺北市私立辰心居家長照機構,1V0100010,1,臺北市,大同區,臺北市大同區永樂里西寧北路112號4樓之1,121.5088577271,25.0561103821,B,居家服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-25580208,8hq008@gmail.com,簡裕宗,20240101.0,20261231.0,20231229 18:29:31
