機構名稱,機構代碼,機構種類,縣市,區,地址全址,經度,緯度,O_ABC,特約服務項目,特約縣市,特約區域,機構電話,電子郵件,機構負責人姓名,特約起日,特約迄日,最後異動時間
慈心護理之家(永靖鄉新莊村),A30900043,A3,彰化縣,永靖鄉,彰化縣永靖鄉永南村新莊村永社路75號之1,120.5451812744,23.9202270508,C,巷弄長照站,彰化縣,永靖鄉,04-8956136,C7278503@gmail.com,邱逸婷,20250101,20251231,20250213 10:56:41
榮癸貞中醫診所,B20900049,B2,彰化縣,彰化市,彰化縣彰化市向陽里向陽里崙平南路143號,120.5254211426,24.0633678436,C,巷弄長照站,彰化縣,彰化市,04-7612037,C7278503@gmail.com,陳博淵,20190101,20211231,20200921 23:52:41
社團法人台灣省社區關懷協會附設臺中市私立愛鄰居家式服務類長期照顧服務機構(大肚區),1R0800010,1,臺中市,大肚區,臺中市大肚區福山里營埔二街178號,120.5610580444,24.1249008179,C,巷弄長照站,臺中市,大肚區,(04)23386651,Socialcare561@gmail.com,林鴻祐,20230101,20231231,20230105 14:46:45
天主教花蓮教區醫療財團法人台東聖母醫院泰源(醫事C),B21900021,B2,臺東縣,東河鄉,臺東縣東河鄉泰源村本部落251號,121.2870330811,22.9987220764,C,巷弄長照站,臺東縣,,089-892490,402210044@student.tajen.edu.tw,張斯卡,20250101,20251231,20241227 18:54:46
臺南市新營區姑爺社區發展協會,BF1400147,BF,臺南市,新營區,臺南市新營區姑爺里好平里挖仔9號,120.2544784546,23.2802677155,C,巷弄長照站,臺南市,新營區,06-6553149,Yujuan0826@gmail.com,王月順,20210101,20211231,20210128 09:31:31
臺南市左鎮區左中社區發展協會,BF1400154,BF,臺南市,左鎮區,臺南市左鎮區中正里171-3號,120.4086074829,23.0567455292,C,巷弄長照站,臺南市,左鎮區,06-5731254,ccchungdaw@mohw.gov.tw,林榮昭,20210101,20211231,20210128 09:56:48
桃園市私立禾安老人長期照顧中心(養護型),A10400092,A1,桃園市,桃園區,桃園市桃園區朝陽街二段26、28號2樓,121.3157196045,24.9916000366,B,喘息服務,桃園市,桃園區;中壢區;大溪區;楊梅區;蘆竹區;大園區;龜山區;八德區;龍潭區;平鎮區;新屋區;觀音區;復興區,03-3345631,heanoffice1003@gmail.com,王文珠,20231220,20251231,20231228 23:40:55
育安居家護理所,B11600027,B1,屏東縣,長治鄉,屏東縣長治鄉崙上村崑崙段自強巷27號之3,120.5346603394,22.6903476715,B,專業照護服務,屏東縣,屏東市;潮州鎮;東港鎮;恆春鎮;萬丹鄉;長治鄉;麟洛鄉;九如鄉;里港鄉;鹽埔鄉;高樹鄉;萬巒鄉;內埔鄉;竹田鄉;新埤鄉;枋寮鄉;新園鄉;崁頂鄉;林邊鄉;南州鄉;佳冬鄉;琉球鄉;車城鄉;滿州鄉;三地門鄉;霧臺鄉;瑪家鄉;泰武鄉;來義鄉,08-0960807736,world75415@gmail.com,陳慈儀,20240101,20261231,20240221 14:40:25
世明中西藥局(斗六市文化里醫事C),B31100024,B3,雲林縣,斗六市,雲林縣斗六市鎮東里文化路324之1號,120.5507507324,23.7111625671,C,巷弄長照站,雲林縣,斗六市,05-5333109,melody81530@yahoo.com.tw,鄭素味,20190916,20261231,20220303 09:58:07
惠安診所,B21000014,B2,南投縣,埔里鎮,南投縣埔里鎮西安路一段70號,120.965675354,23.9652404785,B,專業照護服務,南投縣,埔里鎮;魚池鄉,049-2902467,huian2902467@gmail.com,陳進益,20190501,20201231,20190704 09:14:53
方德涵診所,B20800073,B2,臺中市,北屯區,臺中市北屯區太順路82號,120.7269439697,24.159362793,B,居家失能個案家庭醫師照護服務,臺中市,中區;東區;南區;西區;北區;西屯區;南屯區;北屯區;豐原區;東勢區;大甲區;清水區;沙鹿區;梧棲區;后里區;神岡區;潭子區;大雅區;新社區;石岡區;外埔區;大安區;烏日區;大肚區;龍井區;霧峰區;太平區;大里區;和平區,04-24369555,sophie918918@yahoo.com.tw,方德涵,20240701,20261231,20240517 15:22:15
財團法人台南市基督教青年會社會福利慈善事業基金會附設臺南市私立YMCA居家式服務類長期照顧服務機構,1X1500021,1,高雄市,,高雄市臺南市安平區文平里安平路2號,120.1862030029,22.9981803894,B,居家服務,高雄市,路竹區;湖內區;茄萣區;永安區,06-3583000,,,20240301,20270228,20240318 10:20:12
澄清綜合醫院中港分院,B20800043,B2,臺中市,西屯區,臺中市西屯區福林里臺灣大道4段966號,120.6170196533,24.1828842163,B,專業照護服務(CC01),臺中市,中區;東區;南區;西區;北區;西屯區;南屯區;北屯區;豐原區;東勢區;大甲區;清水區;沙鹿區;梧棲區;后里區;神岡區;潭子區;大雅區;新社區;石岡區;外埔區;大安區;烏日區;大肚區;龍井區;霧峰區;太平區;大里區;和平區,04-24632000轉32542,nancy20081978@yahoo.com.tw,林高德,20220101,20241231,20250205 13:56:02
慧寧藥局,B30800014,B3,臺中市,南區,臺中市南區德義里忠孝路2號1樓,120.6752700806,24.1267299652,B,專業照護服務,臺中市,中區;東區;南區;西區;北區;西屯區;南屯區;北屯區;豐原區;東勢區;大甲區;清水區;沙鹿區;梧棲區;后里區;神岡區;潭子區;大雅區;新社區;石岡區;外埔區;大安區;烏日區;大肚區;龍井區;霧峰區;太平區;大里區;和平區,04-22851858,chyihong@ms2.hinet.net,林其宏,20250220,20271231,20250227 09:54:37
佛教慈濟醫療財團法人關山慈濟醫院,B21900027,B2,臺東縣,關山鎮,臺東縣關山鎮和平路125-5號,121.0883026123,22.7830314636,B,交通接送服務(DA01),臺東縣,關山鎮;池上鄉;海端鄉,089-814880,a0989349858@tzuchi.com.tw,潘永謙,20230101,20241231,20240123 16:58:31
佛教慈濟醫療財團法人關山慈濟醫院,B21900027,B2,臺東縣,關山鎮,臺東縣關山鎮和平路125-5號,121.0883026123,22.7830314636,B,專業照護服務,臺東縣,,089-814880,a0989349858@tzuchi.com.tw,潘永謙,20250101,20251231,20241231 11:45:42
佛教慈濟醫療財團法人關山慈濟醫院,B21900027,B2,臺東縣,關山鎮,臺東縣關山鎮和平路125-5號,121.0883026123,22.7830314636,A,個案管理服務,臺東縣,,089-814880,a0989349858@tzuchi.com.tw,潘永謙,20250101,20251231,20241231 11:43:29
佛教慈濟醫療財團法人關山慈濟醫院,B21900027,B2,臺東縣,關山鎮,臺東縣關山鎮和平路125-5號,121.0883026123,22.7830314636,A,個案管理服務,臺東縣,關山鎮,089-814880,a0989349858@tzuchi.com.tw,潘永謙,20210101,20241231,20240123 16:58:02
臺北市文山區順興社區發展協會,BF0100044,BF,臺北市,文山區,臺北市文山區順興里興隆路4段165巷12號1、2樓,121.5626144409,24.9840621948,B,喘息服務,臺北市,文山區,2939-5932,penny235689@hotmail.com,單連城,20230101,20241231,20230206 10:43:30
財團法人臺北市松年長春社會福利基金會,BD0100045,BD,臺北市,松山區,臺北市松山區慈祐里饒河街105號,121.5739746094,25.0505619049,C,巷弄長照站,臺北市,松山區,02-25851434,pine003@twdc.org.tw,王淑惠,20190101,20211231,20210412 14:05:04
臺北市南港區中研新村社區發展協會,BF0100066,BF,臺北市,南港區,臺北市南港區中研里研究院路2段70巷47弄4號1樓,121.6130065918,25.0457992554,C,巷弄長照站,臺北市,南港區,986028209,holywa168@gmail.com,林志隆,20190101,20211231,20210412 14:46:33
臺北市南港區久如社區發展協會,BF0100067,BF,臺北市,南港區,臺北市南港區九如里研究院路2段208號1樓,121.6170806885,25.0367069244,C,巷弄長照站,臺北市,南港區,2651-6600,7823828@gmail.com,陳碧玉,20190101,20241231,20221229 22:30:49
社團法人臺東縣弱勢者關懷協會民生(社照C),BE1900011,BE,臺東縣,臺東市,臺東縣臺東市民生里浙江路82號,121.1494064331,22.7603874207,C,巷弄長照站,臺東縣,臺東市,359586,402210044@student.tajen.edu.tw,莊裕櫻,20190301,20201231,20200207 09:05:49
社團法人臺中市人文關懷協會,BE0800057,BE,臺中市,大里區,臺中市大里區東昇里東昇里新仁路2段178號,120.6927108765,24.1120090485,C,巷弄長照站,臺中市,大里區,(04)24850650,tchw412@gmail.com,黃顯堂,20190101,20211231,20210507 15:06:27
臺北市基督教新榮耀堂福音協進會,BF0100086,BF,臺北市,信義區,臺北市信義區大道里大道里忠孝東路5段782號,121.5816802979,25.0434780121,C,巷弄長照站,臺北市,信義區,02-27276003,gracer0928@gmail.com,李家忠,20190101,20211231,20210412 14:15:45
天主教花蓮教區醫療財團法人台東聖母醫院東河(醫事C),B21900022,B2,臺東縣,東河鄉,臺東縣東河鄉東河村南東河384號,121.3027191162,22.9698982239,C,巷弄長照站,臺東縣,,892490,402210044@student.tajen.edu.tw,張斯卡,20250101,20251231,20241227 17:21:39
佛教慈濟醫療財團法人關山慈濟醫院錦園(醫事C),B21900025,B2,臺東縣,池上鄉,臺東縣池上鄉錦園村1鄰2-1號,121.2202224731,23.0990772247,C,巷弄長照站,臺東縣,池上鄉,089-814880#309,m12220114@tzuchi.com.tw,潘永謙,20190101,20240201,20231229 15:42:43
臺南市玉井區沙田里辦公處,BG1400039,BG,臺南市,玉井區,臺南市玉井區沙田里沙田里沙田里33-3號,120.4798049927,23.1104412079,C,巷弄長照站,臺南市,玉井區,06-5749731,King540531@yahoo.com.tw,邱文化,20210101,20211231,20210128 09:59:05
臺南市永康區中華社區發展協會,BF1400169,BF,臺南市,永康區,臺南市永康區中華里中華里忠義街51號,120.2363204956,23.0004482269,C,巷弄長照站,臺南市,永康區,06-3135585,,,20210101,20211231,20210126 20:17:18
臺北市大安區古莊社區發展協會,BF0100018,BF,臺北市,大安區,臺北市大安區古莊里6鄰羅斯福路2段81巷16弄1-2號2樓,121.5245742798,25.0255413055,C,巷弄長照站,臺北市,大安區,0963-164-461,gu.zhuang@yahoo.com.tw,吳宗雄,20190101,20211231,20210407 14:54:55
財團法人福智慈善基金會(安和據點),BD0100024,BD,臺北市,大安區,臺北市大安區光信里信義路4段265巷21弄1號1樓3號1樓,121.5549850464,25.0343284607,C,巷弄長照站,臺北市,大安區,02-2701-5861,kingfisher.taiwan@mail.com,賴錫源,20190101,20211231,20210407 15:27:13
(臺北市C+)中華民國天使之家全人關懷協會,BF0100037,BF,臺北市,內湖區,臺北市內湖區湖興里成功路2段242號1樓,121.5900650024,25.0658874512,C,巷弄長照站,臺北市,內湖區,02-27909454,honest0716@gmail.com,林榮任,20190101,20241231,20221229 22:52:39
台北市文山區樟林社區發展協會,BF0100046,BF,臺北市,文山區,臺北市文山區樟文里木新路310巷4號2樓之1,121.5569839478,24.9817733765,C,巷弄長照站,臺北市,文山區,02-29369071,20140401@mail.taipei.gov.tw,邱秀玲,20190101,20211231,20210409 16:03:28
財團法人雙福社會福利慈善事業基金會信義據點,BD0100049,BD,臺北市,信義區,臺北市信義區正和里光復南路443巷9號,121.5585327148,25.0357131958,C,巷弄長照站,臺北市,信義區,2392-2993分機12,yunhsuan1030tw@gmail.com,吳英賓,20190101,20221231,20210412 17:05:26
臺北市信義區松友社區發展協會,BF0100058,BF,臺北市,信義區,臺北市信義區松友里信義路6段76巷2弄22號1樓,121.576133728,25.034412384,C,巷弄長照站,臺北市,信義區,02-23466669,songyou6669@gmail.com,張海秋,20190101,20211231,20210412 14:30:27
財團法人新北市基督教新希望教會(百齡長青),BD0100014,BD,臺北市,士林區,臺北市士林區前港里承德路4段190號4樓,121.5222854614,25.0872001648,C,巷弄長照站,臺北市,士林區,982985298,rebecca401010@gmail.com,林淑萍,20190101,20241231,20221230 11:59:53
財團法人新北市基督教新希望教會(百齡長青),BD0100014,BD,臺北市,士林區,臺北市士林區前港里承德路4段190號4樓,121.5222854614,25.0872001648,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,982985298,rebecca401010@gmail.com,林淑萍,20190101,20241231,20241025 11:43:13
社團法人台北市歐伊寇斯OIKOS社區關懷協會,BE0100010,BE,臺北市,大同區,臺北市大同區永樂里延平北路2段60巷2號1~2樓,121.511505127,25.055393219,C,巷弄長照站,臺北市,大同區,02-23414322#603,coralpao945@gmail.com,寇張琪玫,20190101,20211231,20210407 14:15:02
臺北市大安區新民炤社區發展協會,BF0100023,BF,臺北市,大安區,臺北市大安區民炤里建國南路1段286巷35號1樓,121.535774231,25.0361843109,C,巷弄長照站,臺北市,大安區,961351658,lan7239@yahoo.com.tw,陳濬廷,20190101,20241231,20221229 23:04:37
臺北市大安區新民炤社區發展協會,BF0100023,BF,臺北市,大安區,臺北市大安區民炤里建國南路1段286巷35號1樓,121.535774231,25.0361843109,B,喘息服務,臺北市,大安區,961351658,lan7239@yahoo.com.tw,陳濬廷,20190101,20241231,20241025 11:47:02
彰化縣大村鄉南勢社區發展協會,BF0900093,BF,彰化縣,大村鄉,彰化縣大村鄉南勢村南勢村南一橫巷3-12號,120.5487060547,23.9856204987,C,巷弄長照站,彰化縣,大村鄉,0958-522905,C7278503@gmail.com,蔡貴華,20250101,20251231,20250121 13:52:58
頂安診所,B20900045,B2,彰化縣,鹿港鎮,彰化縣鹿港鎮彰化縣鹿港鎮鹿和路三段381號,120.480430603,24.0852184296,B,居家失能個案家庭醫師照護服務,彰化縣,彰化市;鹿港鎮;和美鎮;線西鄉;福興鄉;秀水鄉,0958-693199,grace16881688@gmail.com,陳昇法,20220101,20231231,20220321 13:28:52
彰化縣二林鎮華崙社區發展協會,BF0900119,BF,彰化縣,二林鎮,彰化縣二林鎮華崙里二溪路7段433號,120.4477081299,23.9471359253,C,巷弄長照站,彰化縣,二林鎮,0932-572109,C7278503@gmail.com,莊文毅,20250101,20251231,20250121 13:47:11
彰化縣和美鎮源埤社區發展協會,BF0900127,BF,彰化縣,和美鎮,彰化縣和美鎮源埤里源埤里南安路105號,120.5108261108,24.0854148865,C,巷弄長照站,彰化縣,和美鎮,0921-360416,C7278503@gmail.com,吳合照,20250101,20251231,20250121 14:35:03
慈心護理之家(永靖鄉新莊村),A30900043,A3,彰化縣,永靖鄉,彰化縣永靖鄉永南村新莊村永社路75號之1,120.5451812744,23.9202270508,C,巷弄長照站,彰化縣,永靖鄉,04-8956136,C7278503@gmail.com,邱逸婷,20190101,20211231,20200921 23:47:47
優生聯合婦產科診所(中興里),B20800027,B2,臺中市,豐原區,臺中市豐原區中興里大明路238號1樓,120.707649231,24.2437934875,C,巷弄長照站,臺中市,豐原區,04-25345885,cmg25345885@gmail.com,陳永川,20230101,20231231,20230105 14:47:17
天主教花蓮教區醫療財團法人台東聖母醫院泰源(醫事C),B21900021,B2,臺東縣,東河鄉,臺東縣東河鄉泰源村本部落251號,121.2870330811,22.9987220764,B,喘息服務,臺東縣,臺東市;成功鎮;關山鎮;卑南鄉;鹿野鄉;池上鄉;東河鄉;長濱鄉;太麻里鄉;大武鄉;海端鄉;延平鄉;金峰鄉;達仁鄉,089-892490,402210044@student.tajen.edu.tw,張斯卡,20220101,20241231,20240123 11:07:45
佛教慈濟醫療財團法人關山慈濟醫院,B21900027,B2,臺東縣,關山鎮,臺東縣關山鎮和平路125-5號,121.0883026123,22.7830314636,B,交通接送服務,臺東縣,關山鎮;池上鄉;海端鄉,089-814880,a0989349858@tzuchi.com.tw,潘永謙,20250101,20251231,20241231 11:44:29
佛教慈濟醫療財團法人關山慈濟醫院,B21900027,B2,臺東縣,關山鎮,臺東縣關山鎮和平路125-5號,121.0883026123,22.7830314636,A,個案管理服務,臺東縣,,089-814880,a0989349858@tzuchi.com.tw,潘永謙,20250101,20251231,20241231 11:43:29
佛教慈濟醫療財團法人關山慈濟醫院,B21900027,B2,臺東縣,關山鎮,臺東縣關山鎮和平路125-5號,121.0883026123,22.7830314636,B,專業照護服務,臺東縣,關山鎮;鹿野鄉;池上鄉;海端鄉;延平鄉,089-814880,a0989349858@tzuchi.com.tw,潘永謙,20210101,20241231,20240123 16:58:15
柴寮仔社區發展協會,BF0100012,BF,臺北市,大同區,臺北市大同區民權里民權西路172號1樓,121.5149841309,25.0627689362,C,巷弄長照站,臺北市,大同區,2557-1918,yunna8383163@gmail.com,林美菊,20190101,20211231,20210407 14:14:41
社團法人台灣厝邊有愛關懷協會榮星教會,BE0100020,BE,臺北市,中山區,臺北市中山區正守里新生北路一段82號B1,121.5299453735,25.0475215912,C,巷弄長照站,臺北市,中山區,02-23635546,lo1119@ms53.hinet.net,鄭忠仁,20190101,20211231,20210408 16:17:23
臺北市中山區朱厝崙社區發展協會,BF0100029,BF,臺北市,中山區,臺北市中山區朱崙里龍江路15號3樓,121.5404968262,25.0474357605,B,喘息服務,臺北市,中山區,2781-5504,teak4747@yahoo.com.tw,高銘鴻,20250101,20261231,20241205 15:12:17
社團法人台北市銀髮族協會,BE0100041,BE,臺北市,信義區,臺北市信義區中坡里中坡南路277號1樓,121.5674743652,25.0433616638,C,巷弄長照站,臺北市,信義區,986038688,fredwa88@gmail.com,胡寶惠,20190101,20211231,20210412 14:21:31
臺北市心悅成福文化協會,BF0100064,BF,臺北市,南港區,臺北市南港區成福里成福路121巷34-1號1樓,121.5881347656,25.0425376892,C,巷弄長照站,臺北市,南港區,0937-914680,liaokahui8196@gmail.com,廖惠,20190101,20211231,20210412 14:49:32
臺北市南港區好厝邊社區發展協會,BF0100069,BF,臺北市,南港區,臺北市南港區中研里研究院路2段70巷12號2樓（中研區民活動中心）,121.6144866943,25.0454177856,C,巷弄長照站,臺北市,南港區,02-27827592,amyamy4891@gmail.com,張永霖,20190101,20211231,20210412 14:45:08
臺北市萬華區萬大社區發展協會,BF0100070,BF,臺北市,萬華區,臺北市萬華區壽德里萬大路329巷25號1樓(里民活動場所)台北市壽德里萬大路329巷27弄4號1樓(協會新增活動場所)台北市萬大路411號2樓(萬青區民活動中心),121.5010757446,25.0237579346,C,巷弄長照站,臺北市,萬華區,02-23090713,linche39@kimo.com,蔡素麗,20190101,20211231,20210412 15:03:22
社團法人臺東縣弱勢者關懷協會華源(社照C),BE1900003,BE,臺東縣,太麻里鄉,臺東縣太麻里鄉華源村1鄰15-1號,121.0048370361,22.6552028656,C,巷弄長照站,臺東縣,太麻里鄉,359586,402210044@student.tajen.edu.tw,莊裕櫻,20190101,20201231,20200207 09:29:04
社團法人臺東縣弱勢者關懷協會明峰(社照C),BE1900005,BE,臺東縣,卑南鄉,臺東縣卑南鄉初鹿村忠孝路165號,121.0925216675,22.8606452942,C,巷弄長照站,臺東縣,卑南鄉,359586,402210044@student.tajen.edu.tw,莊裕櫻,20190101,20201231,20200207 10:17:14
臺北市私立愛家居家長照機構,1X0100008,1,臺北市,中山區,臺北市中山區新庄里新生北路3段87巷23號,121.5288925171,25.0674514771,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-25966934,tzning1975@gmail.com,黃姿寧,20191021,20241231,20221229 22:54:35
臺北市私立愛家居家長照機構,1X0100008,1,臺北市,中山區,臺北市中山區新庄里新生北路3段87巷23號,121.5288925171,25.0674514771,B,居家服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-25966934,tzning1975@gmail.com,黃姿寧,20240101,20261231,20231229 10:07:35
財團法人恆安社會福利慈善事業基金會附設新北市私立大同老人長期照顧中心(養護型),A10200301,A1,新北市,汐止區,新北市汐止區大同路三段425號,121.6777420044,25.071680069,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,0286489888,tatung.hangan@gmail.com,胡世賢,20190917,20241231,20221230 19:49:00
溫馨護理之家,A31600028,A3,屏東縣,屏東市,屏東縣屏東市橋北里廣東路27之3號2-6樓,120.4983291626,22.6695308685,B,喘息服務,屏東縣,屏東市;潮州鎮;東港鎮;恆春鎮;萬丹鄉;長治鄉;麟洛鄉;九如鄉;里港鄉;鹽埔鄉;高樹鄉;萬巒鄉;內埔鄉;竹田鄉;新埤鄉;枋寮鄉;新園鄉;崁頂鄉;林邊鄉;南州鄉;佳冬鄉;琉球鄉;車城鄉;滿州鄉;枋山鄉;三地門鄉;霧臺鄉;瑪家鄉;泰武鄉;來義鄉;春日鄉;獅子鄉;牡丹鄉,08-7235116,a7235116@gmail.com,張麗慧,20240101,20261231,20240102 10:10:42
佛教慈濟醫療財團法人大林慈濟醫院竹崎環保教育站,B21300033,B2,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村灣橋村埤堂20號,120.4955215454,23.4954547882,C,巷弄長照站,嘉義縣,竹崎鄉,05-2648000 轉1168,jet3456@gmail.com,賴寧生,20190101,20261216,20221230 12:36:18
南投縣仁愛鄉都達社區發展協會都達文化健康站,BF1000068,BF,南投縣,仁愛鄉,南投縣仁愛鄉都達村法治巷34附1號,121.193649292,24.0611095428,C,巷弄長照站,南投縣,仁愛鄉,049-2970925,ccchungdaw@mohw.gov.tw,郭婉君,20210101,20211231,20210126 17:51:38
臺灣基督長老教會德克達雅教會,BF1000076,BF,南投縣,仁愛鄉,南投縣仁愛鄉互助村原名路111號,120.9735412598,24.0674266815,C,巷弄長照站,南投縣,仁愛鄉,049-2941301,ccchungdaw@mohw.gov.tw,待補,20210101,20211231,20210126 17:48:05
張仲達診所,B20700024,B2,苗栗縣,公館鄉,苗栗縣公館鄉館中村館東村大同路6鄰12號,120.8282241821,24.4981460571,C,巷弄長照站,苗栗縣,公館鄉,0989-931580,a0989931580@gmail.com,張仲達,20200301,20261231,20241205 14:57:25
高雄市立旗津醫院(委託財團法人私立高雄醫學大學經營)(復興站),B21500052,B2,高雄市,旗津區,高雄市旗津區實踐里北汕尾巷60之23號,120.2763442993,22.6039218903,C,巷弄長照站,高雄市,旗津區,0919-191426,peregrinus710@outlook.com,蔡忠榮,20190101,20251231,20241127 15:38:06
社團法人新北市汐止區基督教全人關懷福音發展協會(建成站)(社照C),BF0200020,BF,新北市,汐止區,新北市汐止區建成里建成路152號B1,121.6619338989,25.0733795166,C,巷弄長照站,新北市,汐止區,(02)26917152,finichu2@yahoo.com.tw,洪正一,20240101,20241231,20240514 14:16:45
新北市新店區玫瑰社區發展協會,BF0200036,BF,新北市,新店區,新北市新店區玫瑰里富貴街9巷31號,121.4949493408,24.9489326477,C,巷弄長照站,新北市,新店區,(02)22155106,q07312002@yahoo.com.tw,謝家珍,20190101,20191231,20210218 18:16:32
社團法人嘉義縣以斯帖全人關懷協會,BE1300006,BE,嘉義縣,朴子市,嘉義縣朴子市竹圍里四維路2段157-1號,120.2394256592,23.458562851,C,巷弄長照站,嘉義縣,朴子市,05-3703662,esthercaring38@yahoo.com.tw,李志芳,20190101,20241231,20240329 11:38:49
天主教花蓮教區醫療財團法人台東聖母醫院東河(醫事C),B21900022,B2,臺東縣,東河鄉,臺東縣東河鄉東河村南東河384號,121.3027191162,22.9698982239,C,巷弄長照站,臺東縣,東河鄉,892490,402210044@student.tajen.edu.tw,張斯卡,20190101,20240201,20231229 15:32:45
佛教慈濟醫療財團法人關山慈濟醫院錦園(醫事C),B21900025,B2,臺東縣,池上鄉,臺東縣池上鄉錦園村1鄰2-1號,121.2202224731,23.0990772247,C,巷弄長照站,臺東縣,,089-814880#309,m12220114@tzuchi.com.tw,潘永謙,20250101,20251231,20241231 11:50:53
臺南市善化區文正社區發展協會,BF1400156,BF,臺南市,善化區,臺南市善化區文正里文正里11鄰文正路25巷18號,120.2863845825,23.1367053986,C,巷弄長照站,臺南市,善化區,06-5816157,ltc250@mail.tainan.gov.tw,張元典,20210101,20211231,20210128 10:20:34
台南市南廠長壽會,BF1400164,BF,臺南市,中西區,臺南市中西區南廠里南廠里郡西路35號,120.1940765381,22.9894447327,C,巷弄長照站,臺南市,中西區,06-2260691,,,20210101,20211231,20210128 09:24:33
臺南市南化區中坑里辦公處,BG1400048,BG,臺南市,南化區,臺南市南化區中坑里中坑里38-6號,120.4500198364,23.0459842682,C,巷弄長照站,臺南市,南化區,06-5775175,yuv928@gmail.com,余玉糸,20210101,20211231,20210128 10:13:49
社團法人彰化縣家樂福人文生活關懷協進會,BE0900023,BE,彰化縣,員林市,彰化縣員林市中正里中正里林森路231巷1號,120.5772857666,23.9586257935,B,喘息服務,彰化縣,彰化市;鹿港鎮;和美鎮;線西鄉;伸港鄉;福興鄉;秀水鄉;花壇鄉;芬園鄉;員林市;溪湖鎮;田中鎮;大村鄉;埔鹽鄉;埔心鄉;永靖鄉;社頭鄉;二水鄉;北斗鎮;二林鎮;田尾鄉;埤頭鄉;芳苑鄉;大城鄉;竹塘鄉;溪州鄉,04-8311123,h8358882@gmail.com,黃營,20220101,20261231,20231228 14:12:59
育安居家護理所,B11600027,B1,屏東縣,長治鄉,屏東縣長治鄉崙上村崑崙段自強巷27號之3,120.5346603394,22.6903476715,B,專業照護服務,屏東縣,屏東市;潮州鎮;東港鎮;萬丹鄉;長治鄉;麟洛鄉;九如鄉;里港鄉;鹽埔鄉;高樹鄉;萬巒鄉;內埔鄉;竹田鄉;新埤鄉;枋寮鄉;新園鄉;崁頂鄉;林邊鄉;南州鄉;佳冬鄉;琉球鄉,08-0960807736,world75415@gmail.com,陳慈儀,20210101,20231231,20210806 11:21:43
臺北市中山區朱厝崙社區發展協會,BF0100029,BF,臺北市,中山區,臺北市中山區朱崙里龍江路15號3樓,121.5404968262,25.0474357605,B,喘息服務,臺北市,中山區,2781-5504,teak4747@yahoo.com.tw,高銘鴻,20230510,20241231,20230510 13:47:17
財團法人臺北市松年長春社會福利基金會(中正),BD0100033,BD,臺北市,中正區,臺北市中正區南福里羅斯福路1段94、96號11樓(中央教會),121.5198974609,25.0300121307,C,巷弄長照站,臺北市,中正區,02-25000261,pine003@twdc.org.tw,王淑惠,20190101,20211231,20210408 17:01:54
臺北市內湖紳士協會,BF0100033,BF,臺北市,內湖區,臺北市內湖區港墘里內湖路1段552號,121.5771942139,25.0790634155,C,巷弄長照站,臺北市,內湖區,0918-819089,sum3919@hotmail.com,連德盛,20190101,20211231,20210408 17:51:18
(臺北市C+)中華民國天使之家全人關懷協會,BF0100037,BF,臺北市,內湖區,臺北市內湖區湖興里成功路2段242號1樓,121.5900650024,25.0658874512,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,02-27909454,honest0716@gmail.com,林榮任,20250101,20261231,20241104 16:43:40
臺北市文山區順興社區發展協會,BF0100044,BF,臺北市,文山區,臺北市文山區順興里興隆路4段165巷12號1、2樓,121.5626144409,24.9840621948,C,巷弄長照站,臺北市,文山區,2939-5932,penny235689@hotmail.com,單連城,20190101,20241231,20221230 18:51:56
臺北市光鹽關懷發展協會,BF0100054,BF,臺北市,松山區,臺北市松山區東勢里南京東路4段107號12樓,121.5546646118,25.0518741608,C,巷弄長照站,臺北市,松山區,27123242#14,julien77@cathaylife.com.tw,魯怡君,20190101,20211231,20210412 12:01:37
臺北市南港區久如社區發展協會,BF0100067,BF,臺北市,南港區,臺北市南港區九如里研究院路2段208號1樓,121.6170806885,25.0367069244,B,喘息服務,臺北市,松山區;信義區;大安區;中山區;中正區;大同區;萬華區;文山區;南港區;內湖區;士林區;北投區,2651-6600,7823828@gmail.com,陳碧玉,20250101,20261231,20241205 15:24:19
財團法人一粒麥子社會福利慈善事業基金會初鹿(社照C),BD1900013,BD,臺東縣,卑南鄉,臺東縣卑南鄉初鹿村初鹿二街21巷5號,121.0914459229,22.8571910858,C,巷弄長照站,臺東縣,卑南鄉,960220#6803,402210044@student.tajen.edu.tw,呂信雄,20190101,20201231,20200207 11:26:35
財團法人伊甸社會福利基金會忠勇(社照C),BD1900018,BD,臺東縣,長濱鄉,臺東縣長濱鄉忠勇村58號2樓,121.4387435913,23.3261814117,C,巷弄長照站,臺東縣,長濱鄉,089-830016,402210044@student.tajen.edu.tw,成亮,20190301,20201231,20200207 11:27:21
